955%港澳中心%%%%
10848%财富西环大厦%丰台菜户营北京丰台区菜户营58号  %	%	 总楼层： 28层 建筑面积： 43076m² 得房率： 72% 标准层高： 3.4米 客梯数： 5个(广州日立) 开发商： 北京豪威嘉业发地产开发有限公司 物业公司： 北京市阳光泰和物业管理有限公司 已入驻企业： ABB 西二环核心，繁荣商务前锋　　财富西环，扼守菜户营桥京城四大交通枢纽之一的核心位置，四通八达的交通路网，第一时间锁定财富通路。　　周边密集的交通线路，122路、351路、962路、423路、56路、381路、49路、340路、5路、603路、395路、721路、732路、800路、716路、717路、819路、816路、937路、939路、944路、988路……数十路公交车便捷出行，瞬息间通达全北京 展开%
12532%中科电大厦%朝阳大屯北沙滩甲1号  %	%	 总楼层： 9层 建筑面积： 10000m² 得房率： 70% 客梯数： 4个 开发商： 中科电集团 物业公司： 中科电集团物业 　本大厦位于中关村科技园区东端；西邻学院路；邻近八达岭高速路和北四环。交通便利、科技文化气息浓郁。 展开%
11600%西山汇%石景山八大处北京市石景山区实兴大...  %	 西山汇均价（楼盘） 3.59元/m²⋅天 八大处均价（商圈） 3.70元/m²⋅天 石景山均价（区域） 4.18元/m²⋅天%	 总楼层： 14层 建筑面积： 260000m² 得房率： 70% 标准层高： 4.2米 客梯数： 2个(三菱) 开发商： 北京鼎轩基业科技发展有限公司 物业公司： 北京乐康物业管理有限公司 西山汇座落在西山脚下，是中关村国家自主创新示范区的文化创意特色园，西山汇位于石景山园北二区，建筑规模达26万平方米，由15栋8-14层的现代化高端楼宇组成，是北京市的重点工程项目，是北京市重点扶持建设的新媒体产业基地，京西文化创意产业发展的地标大盘。 展开%
4672%比目鱼文化创业产业园区%朝阳来广营顺白路12号  %	 比目鱼文化创业产业园区均价（楼盘） 2.6元/m²⋅天 来广营均价（商圈） 5.98元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 建筑面积： 25000m² 得房率： 70% 客梯数： 1个(三菱) 比目鱼文化创业产业园区位于朝阳区马泉营地铁15号线附近，距地铁一站地，距望京10分钟，距机场高速5分钟，交通极为方便。 展开%
7862%首特钢创业大厦（A座）%石景山古城古城西路94号  %	%	 总楼层： 12层 建筑面积： 28994.25m² 得房率： 70% 标准层高： 5.4米 客梯数： 2个(三菱) 项目隶属于中关村石景山园区，享受园区及石景山区提供的一系列企业支持及服务政策。 展开 正门%
1725%石龙高科大厦%门头沟永定美安路20号  %	%	 总楼层： 14层 建筑面积： 59000m² 标准层高： 3.6米 客梯数： 2个 开发商： 北京石龙经济开发区投资开发有限公司 物业公司： 葡东物业 石龙高科大厦(石龙产业孵化中心)项目建设用地面积15940.62平方米，楼群为三栋，其中办公综合楼一栋，楼层高 3.6米，每层 806.61平方米。科研办公商住楼两栋，楼层为14层和12层局部 10层，层高 2.9米，面积 93.67----203.04平方米之间。 展开%
12918%北京核电工程设计院科研楼%朝阳甘露园北京市朝阳区甘露园南里...  %	 北京核电工程设计院科研楼均价（楼盘） 5.8元/m²⋅天 甘露园均价（商圈） 7.85元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 得房率： 70%%
7350%京门大厦%海淀军博羊坊店路9号  %	%	 总楼层： 12层 建筑面积： 150000m² 得房率： 70% 开发商： 北京恒丰房地产开发有限公司 物业公司： 北京恒丰房地产开发有限公司 已入驻企业： 中国联通北京分公司、中央电视台、中国铁路工程总公司 京门大厦位于北京市海淀区羊坊店路中段马路西侧，毗邻北京西客站，北距世纪坛一站地，地理位置优越。 　　京门大厦共由五段（分别称为Ⅰ段、Ⅱ段、Ⅲ段、Ⅳ段、Ⅴ段）组成，Ⅰ段为中国联通北京分公司办公楼；Ⅱ段为中央电视台及中国国际电视总公司办公楼；Ⅲ段为购物中心及商务写字楼；Ⅳ段为中国铁路工程总公司办公楼；Ⅴ段为娱乐中心及地下停车库。Ⅱ段B2层、Ⅲ段B2层、Ⅴ段B1层、B2层、B3层均为地下停车库，Ⅲ段B3层为设备层，Ⅳ段B4层为人防用房。 　　京门大厦内设迅达电梯，Ⅲ段B1层至F4层作为购物中心，设有滚梯；建筑物内设消防喷淋及消火栓灭火系统，并设烟感、温感报警系统；全楼采用楼宇控制系统，全天候闭路电视监控。本大厦空调为中央空调——集中供热及制冷空调系统，可24小时供应并有新风送入室内。户内供热及制冷均为盘管风机。本大厦24小时供应热水。写字楼卫生洁具设施均为“美标”产品。大厦设置公共电视天线系统，可接收卫星传送节目。 展开%
7711%北辰新纪元（北辰泰岳、北辰首作）%朝阳北苑北苑路甲13号  %	 北辰新纪元（北辰泰岳、北辰首作）均价（楼盘） 7.5元/m²⋅天 北苑均价（商圈） 4.44元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 总楼层： 17层 建筑面积： 160000 m² 得房率： 75% 标准层高： 3.4米 客梯数： 6个(三菱) 开发商： 北京北辰实业股份有限公司 物业公司： 港铁(北京)房地产管理有限公司 已入驻企业： 中国移动 北辰新纪元地址位于北京朝阳区北苑路甲13号院，雄踞亚奥写字楼核心区，距鸟巢、水立方仅3.5公里。 展开 被收录到【地铁10分钟】专题中 [查看专题]%
955%港澳中心%%%%
8975%中国邮政大厦%西城金融街金融大街甲3号  %	%	%
955%港澳中心%%%%
7695%丰科万达广场%丰台科技园区丰科路与五圈路交叉口  %	 丰科万达广场均价（楼盘） 5.21元/m²⋅天 科技园区均价（商圈） 5.30元/m²⋅天 丰台均价（区域） 5.10元/m²⋅天%	 建筑面积： 245300m² 得房率： 65% 开发商： 北京丰科万达广场有限公司 被收录到【地铁10分钟】专题中 [查看专题]%
955%港澳中心%%%%
13808%雍和宫写字楼%东城雍和宫藏经馆胡同13号  %	 雍和宫写字楼均价（楼盘） 12.3元/m²⋅天 雍和宫均价（商圈） 10.82元/m²⋅天 东城均价（区域） 9.26元/m²⋅天%	 建筑面积： 1500m² 得房率： 90% 开发商： 北京童装厂 被收录到【地铁10分钟】专题中 [查看专题]%
65%远洋国际中心一期%朝阳CBD东四环中路60号  %	 远洋国际中心一期均价（楼盘） 8.04元/m²⋅天 CBD均价（商圈） 11.29元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 总楼层： 28层 建筑面积： 18000m² 得房率： 70% 标准层高： 3米 客梯数： 6个 开发商： 远洋地产控股有限公司 物业公司： 中远酒店物业管理有限公司 已入驻企业： 好丽友、吉芬女装、PPTV、葛州坎、中弘科技等。 被收录到【知名开发商】专题中 [查看专题] 大堂%
8418%尚科办公社区（右安门）%宣武右安门东滨河路甲2号  %	 尚科办公社区（右安门）均价（楼盘） 5元/m²⋅天 右安门均价（商圈） 8.76元/m²⋅天 宣武均价（区域） 8.76元/m²⋅天%	 总楼层： 5层 建筑面积： 10000m² 得房率： 70% 标准层高： 4.5米 客梯数： 1个 开发商： 北京国投尚科信息技术有限公司 尚科创业社区是一家提供独立办公、联合办公、投资管理、人力资源及第三方服务平台的企业办公云平台，集聚优质的创新创业类企业，通过线上（微信公众平台、APP服务平台、网站服务平台）及会员方式集聚大量的中小微型企业并为它们提供全方位服务，快速引入创业社区分布在全国的多个项目中。 尚科创业社区提供独立办公、联合办公、投资管理及金融服务平台，更为创业团队打造包括项目运营、VI设计、工商注册、宽带引入、人力资源等第三方服务平台，同时和软交所合作运营金融、人力资源、资质办理、信息化咨询等服务，并根据“互联网+计划”打造一系列线上服务平台：如微信公众平台、APP服务平台、网站服务平台，使创客们随时随地享受高效服务。 展开%
514%总部公馆%丰台科技园区科丰桥向南200米  %	%	 总楼层： 21层 建筑面积： 57000m² 标准层高： 3米 开发商： 总部基地控股(中国)集团公司 物业公司： 总部物业管理公司 总部公馆项目总建筑面积约13万平方米，包括总部大厦、总部官邸以及地上、地下商业配套，配套商业面积约4万平方米，其中总部广场6栋大厦地上营业面积约达2万多平方米，地下为2层，提供约210个标准车位，以及精品商业设施面积达1千多平方米。 总部大厦总建筑面积约6.5万平方米，建筑总高度达99米，总部官邸四栋总建筑面积约为6.4万平方米，建筑总高度达91米。四栋官邸均为21层，共有68套独立的官邸单元。总部官邸为每层1套独立用房，每套建筑面积约为600平方米，16～21层为跃层式官邸,单套建筑面积达1100多平方米。 展开%
7096%北新大厦%海淀四季青金庄路1号  %	%	 位于海淀区四季青桥东300米北新大厦，是由专业商务公司经营管理，精装修，低租金，为企业提供综合、专业的办公服务。高档次的办公室及办公位，配套齐全：电话、传真、宽带、空调、电梯、会议室、办公室、24小时保安。总面积300平米。并 展开%
7733%群英科技园%海淀上地创业路8号  %	 群英科技园均价（楼盘） 4.41元/m²⋅天 上地均价（商圈） 5.24元/m²⋅天 海淀均价（区域） 6.45元/m²⋅天%	 总楼层： 6层 建筑面积： 56964m² 得房率： 70% 标准层高： 3.5米 客梯数： 2个(迅达) 开发商： 实创房地产开发有限公司 物业公司： 实创上地物业管理服务有限责任公司 已入驻企业： 联想、北京世纪海虹新技术有限公司、北京明天浩海科技发展有限公司等 群英科技园， 总建筑面积 56963.76 平方米 ，坐落在上地核心地区，集金融，餐饮，娱乐为一体的科技园区。内有中国银行、交通银行、工商银行，提供方便快捷的金融信息；毗邻的华联商场（在建）、超市发超市等商业设施。繁荣盛地，尽享地利人和，优越的商务地理位置， 实创上地物业管理服务有限责任公司以严谨的态度，形成了一套独特的互动式嵌入型的管理模式，使之各大公司企业汇聚于此 展开 正门 电梯 停车场 大堂%
13782%中传北广文化传媒基地%朝阳管庄北京市朝阳区管庄杨闸8号院  %	 中传北广文化传媒基地均价（楼盘） 3.87元/m²⋅天 管庄均价（商圈） 7.85元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 总楼层： 3层 建筑面积： 30000m² 得房率： 70% 标准层高： 3.5米 开发商： 北京中传瀚洋文化产业有限公司 物业公司： 北京中传瀚洋文化产业有限公司 中传北广文化传媒基地”是由中国传媒大学鼎力打造的以文化创意、译制、制作、发行、培训等为核心的传媒创意园区，位于北京朝阳区管庄乡杨闸8号院（京通快速路辅路东），为北京国际传媒产业走廊的东起点。 展开 正门%
955%港澳中心%%%%
1817%小南庄%海淀万柳小南庄怡秀园7号楼  %	%	 开发商： 北京城建三建设集团有限公司 物业公司： 北京国广物业管理有限公司%
2905%蓝岛大厦%朝阳朝外朝阳门外大街8号(近东大桥)  %	%	 总楼层： 6层 建筑面积： 45000m² 得房率： 70% 开发商： 蓝岛 北京蓝岛大厦位于朝阳区朝外大街，毗邻使馆区和CBD**商务区，门前有16条公交车经过，交通十分便利。 展开%
1449%浦项中心%	10分钟内客服将与您联系，请耐心等待！%	%	%
2820%机电大厦%丰台马家堡马家堡东路65号  %	%	 得房率： 70% 标准层高： 3.5米 客梯数： 1个(三菱) 开发商： 北京京城机电控股有限责任公司 物业公司： 北京京城机电控股有限责任公司 已入驻企业： 中兴奥科（北京）科技有限公司 正门%
955%港澳中心%%%%
955%港澳中心%%%%
6653%新中大厦%朝阳三里屯北京市东城区新中西街2号  %	%	 总楼层： 11层 建筑面积： 13000m² 标准层高： 2.8米 客梯数： 4个(迅达) 开发商： 中国轻工集团公司 物业公司： 中轻物产公司 新中大厦隶属于中国轻工集团公司，项目位于东四十条桥东，出门就是公交站，到地铁2号线东四十条站不行不到5，北边可到达故宫、王府井等，南边有三里屯酒吧一条街，东边是后海，西边是工人体育场，外交部等21家部委云集在此，医疗、教育、商业、文化设施齐全，生活便利。 新中大厦与亚洲大酒店、港澳中心、保利大厦相邻，是金融、商务、文化中心。 展开%
955%港澳中心%%%%
955%港澳中心%%%%
57%月新大厦%西城三里河月坛南街14号  %	%	 总楼层： 15层 建筑面积： 20300m² 得房率： 69% 标准层高： 2.7米 客梯数： 2个(上海三菱) 开发商： 财政部 物业公司： 月新物业 已入驻企业： 新华商知识产权代理，精锐教育 大厦位于北京市西城区月坛南街14号，周边环境良好，南接长安街仅1公里，北与北京复兴医院隔街相望，东有国际知名的金融一条街，西是国家部委所在地，是人杰地灵之地，更是理想的办公场所。 本大厦总建筑面积20300平方米，大厦各项功能齐全、设备精良，可提供全面便捷的办公生活条件。为保证大厦的设施、设备良好运行，为使物业得到保值或增值，物业管理公司将由一批经验丰富的专业人员对大厦进行科学的物业运作，为您创造安全、舒适、整洁的办公生活环境。 展开%
955%港澳中心%%%%
1007%卉园大楼%海淀皂君庙皂君路5号  %	 卉园大楼均价（楼盘） 4.8元/m²⋅天 皂君庙均价（商圈） 6.45元/m²⋅天 海淀均价（区域） 6.45元/m²⋅天%	 总楼层： 6层 建筑面积： 6000m² 得房率： 70% 客梯数： 2个 开发商： 中国农业科学院%
